timestamp,v1,v2,label
1752471147,1.451,1.621,0
1752471147,1.481,1.744,0
1752471147,1.447,1.608,0
1752471147,1.46,1.724,0
1752471147,1.446,1.595,0
1752471147,1.457,1.687,0
1752471147,1.455,1.652,0
1752471147,1.461,1.657,0
1752471147,1.484,1.712,0
1752471147,1.459,1.666,0
1752471147,1.496,1.741,0
1752471147,1.499,1.603,0
1752471147,1.525,1.733,0
1752471147,1.497,1.592,0
1752471147,1.517,1.683,0
1752471147,1.507,1.622,0
1752471147,1.509,1.665,0
1752471147,1.53,1.683,0
1752471147,1.499,1.654,0
1752471147,1.538,1.745,0
1752471147,1.507,1.641,0
1752471147,1.534,1.739,0
1752471147,1.49,1.575,0
1752471147,1.522,1.708,0
1752471147,1.507,1.59,0
1752471147,1.513,1.689,0
1752471147,1.521,1.636,0
1752471147,1.509,1.674,0
1752471147,1.541,1.722,0
1752471147,1.511,1.653,0
1752471147,1.543,1.738,0
1752471147,1.497,1.596,0
1752471147,1.53,1.729,0
1752471147,1.447,1.588,0
1752471147,1.46,1.703,0
1752471147,1.463,1.611,0
1752471147,1.46,1.69,0
1752471147,1.48,1.671,0
1752471147,1.459,1.652,0
1752471147,1.492,1.732,0
1752471147,1.455,1.618,0
1752471147,1.486,1.748,0
1752471147,1.453,1.584,0
1752471147,1.48,1.709,0
1752471147,1.474,1.568,0
1752471147,1.517,1.682,0
1752471147,1.521,1.641,0
1752471147,1.509,1.674,0
1752471147,1.533,1.718,0
1752471147,1.493,1.65,0
1752471147,1.544,1.739,0
1752471147,1.496,1.592,0
1752471147,1.521,1.721,0
1752471147,1.498,1.571,0
1752471147,1.512,1.706,0
1752471147,1.513,1.62,0
1752471147,1.505,1.66,0
1752471147,1.532,1.673,0
1752471147,1.509,1.654,0
1752471147,1.534,1.741,0
1752471147,1.496,1.625,0
1752471147,1.529,1.737,0
1752471147,1.494,1.601,0
1752471147,1.512,1.707,0
1752471147,1.502,1.606,0
1752471147,1.507,1.675,0
1752471147,1.525,1.658,0
1752471147,1.503,1.646,0
1752471147,1.537,1.71,0
1752471147,1.502,1.629,0
1752471147,1.538,1.741,0
1752471147,1.501,1.612,0
1752471147,1.525,1.712,0
1752471147,1.499,1.584,0
1752471147,1.521,1.693,0
1752471147,1.521,1.617,0
1752471147,1.505,1.661,0
1752471147,1.535,1.687,0
1752471147,1.496,1.645,0
1752471147,1.542,1.737,0
1752471147,1.501,1.623,0
1752471147,1.532,1.712,0
1752471147,1.492,1.587,0
1752471147,1.521,1.711,0
1752471147,1.507,1.617,0
1752471147,1.506,1.68,0
1752471147,1.53,1.672,0
1752471147,1.505,1.658,0
1752471147,1.536,1.709,0
1752471147,1.497,1.64,0
1752471147,1.549,1.739,0
1752471147,1.487,1.585,0
1752471147,1.525,1.724,0
1752471147,1.49,1.589,0
1752471147,1.516,1.684,0
1752471147,1.522,1.631,0
1752471147,1.509,1.675,0
1752471147,1.486,1.685,0
1752471147,1.458,1.659,0
1752471147,1.488,1.745,0
1752471147,1.444,1.606,0
1752471147,1.483,1.746,0
1752471147,1.438,1.568,0
1752471147,1.468,1.698,0
1752471147,1.462,1.585,0
1752471147,1.454,1.68,0
1752471147,1.479,1.676,0
1752471147,1.452,1.658,0
1752471147,1.485,1.716,0
1752471147,1.451,1.644,0
1752471147,1.483,1.732,0
1752471147,1.451,1.598,0
1752471147,1.473,1.698,0
1752471147,1.452,1.595,0
1752471147,1.468,1.689,0
1752471147,1.467,1.632,0
1752471147,1.457,1.667,0
1752471147,1.488,1.699,0
1752471147,1.455,1.642,0
1752471147,1.493,1.742,0
1752471147,1.438,1.629,0
1752471147,1.479,1.729,0
1752471147,1.446,1.573,0
1752471147,1.462,1.694,0
