timestamp,v1,v2,label
1752550041.3593748,1.436017,1.709242,0
1752550041.3593748,1.511801,1.693129,0
1752550041.3593748,1.544834,1.650428,0
1752550041.3593748,1.544834,1.611705,0
1752550041.3603704,1.402179,1.640709,0
1752550041.3603704,1.321611,1.692323,0
1752550041.3603704,1.410236,1.70038,0
1752550041.3743336,1.482797,1.693129,0
1752550041.3773258,1.539194,1.667347,0
1752550041.3853052,1.576255,1.626207,0
1752550041.3882966,1.498105,1.616539,0
1752550041.3942804,1.362701,1.651234,0
1752550041.3972726,1.324028,1.702797,0
1752550041.4002652,1.432795,1.705214,0
1752550041.4022589,1.516635,1.684266,0
1752550041.403257,1.538389,1.658485,0
1752550041.403257,1.571421,1.611705,0
1752550041.403257,1.455404,1.615734,0
1752550041.403257,1.336113,1.681849,0
1752550041.4042542,1.376397,1.715688,0
1752550041.4042542,1.463461,1.70602,0
1752550041.4052515,1.530332,1.683461,0
1752550041.418855,1.560948,1.643932,0
1752550041.4268656,1.536777,1.610094,0
1752550041.4288607,1.389288,1.634264,0
1752550041.4358432,1.322417,1.697963,0
1752550041.4378042,1.414264,1.710854,0
1752550041.4418318,1.489242,1.70038,0
1752550041.443823,1.539194,1.66493,0
1752550041.443823,1.573838,1.627013,0
1752550041.443823,1.492465,1.607677,0
1752550041.443823,1.361089,1.657679,0
1752550041.443823,1.331279,1.70038,0
1752550041.444818,1.443269,1.697157,0
1752550041.444818,1.51583,1.685072,0
1752550041.4557893,1.538389,1.657679,0
1752550041.45878,1.563365,1.608482,0
1752550041.460775,1.45057,1.618151,0
1752550041.4687219,1.332085,1.668153,0
1752550041.47573,1.376397,1.705214,0
1752550041.4777296,1.465878,1.696352,0
1752550041.479728,1.53436,1.66493,0
1752550041.4836817,1.560142,1.639904,0
1752550041.4836817,1.535972,1.618151,0
1752550041.4836817,1.394122,1.647155,0
1752550041.4846792,1.318389,1.697963,0
1752550041.4846792,1.419904,1.706825,0
1752550041.4846792,1.491659,1.69474,0
1752550041.4856768,1.537583,1.668153,0
1752550041.4976435,1.570616,1.624596,0
1752550041.5056577,1.498105,1.614928,0
1752550041.5086472,1.358672,1.666541,0
1752550041.5157778,1.334502,1.706825,0
1752550041.5177665,1.441657,1.702797,0
1752550041.5207584,1.511801,1.688295,0
1752550041.5227532,1.548057,1.664124,0
1752550041.5227532,1.564976,1.618956,0
1752550041.5237837,1.44493,1.624596,0
1752550041.5237837,1.326445,1.685072,0
1752550041.5237837,1.383648,1.713271,0
1752550041.5237837,1.466683,1.705214,0
1752550041.5247803,1.531943,1.673793,0
1752550041.5377455,1.564976,1.639904,0
1752550041.545692,1.535166,1.602843,0
1752550041.5486846,1.381231,1.639098,0
1752550041.5546675,1.317583,1.703603,0
1752550041.5576594,1.412653,1.713271,0
1752550041.5606515,1.492465,1.693935,0
1752550041.561649,1.543223,1.67057,0
1752550041.5626464,1.577061,1.631847,0
1752550041.5626464,1.486825,1.622985,0
1752550041.5626464,1.364312,1.654456,0
1752550041.5626464,1.338531,1.705214,0
1752550041.5636435,1.442463,1.708437,0
1752550041.5636435,1.516635,1.683461,0
1752550041.5756118,1.541611,1.642321,0
1752550041.5776064,1.560948,1.598814,0
1752550041.5845876,1.443269,1.618151,0
1752550041.5875795,1.331279,1.686683,0
1752550041.594561,1.386871,1.715688,0
1752550041.5975533,1.473129,1.693935,0
1752550041.600545,1.526303,1.663319,0
1752550041.6015432,1.557725,1.624596,0
1752550041.6015432,1.53436,1.601231,0
1752550041.6015432,1.389288,1.636681,0
1752550041.6025395,1.313555,1.70602,0
1752550041.6025395,1.413458,1.713271,0
1752550041.603537,1.499716,1.693129,0
1752550041.6155052,1.531943,1.664124,0
1752550041.6235182,1.561753,1.608482,0
1752550041.6265025,1.444124,1.631847,0
1752550041.633489,1.331279,1.685072,0
1752550041.6354525,1.386065,1.710854,0
1752550041.6384435,1.466683,1.707631,0
1752550041.6414356,1.52872,1.685072,0
1752550041.6414356,1.568199,1.643126,0
1752550041.6414356,1.52872,1.615734,0
1752550041.6414356,1.377203,1.655262,0
1752550041.6424649,1.313555,1.714076,0
1752550041.6424649,1.419098,1.71891,0
1752550041.6434307,1.500522,1.696352,0
1752550041.6553986,1.537583,1.660096,0
1752550041.663409,1.581895,1.621373,0
1752550041.665371,1.477157,1.616539,0
1752550041.6723876,1.351421,1.660096,0
1752550041.67438,1.345782,1.699574,0
1752550041.6773715,1.445736,1.70602,0
1752550041.6803653,1.526303,1.681849,0
1752550041.6803653,1.549668,1.653651,0
1752550041.6803653,1.55128,1.607677,0
1752550041.681361,1.432795,1.627819,0
1752550041.681361,1.324834,1.6891,0
1752550041.681361,1.394928,1.711659,0
1752550041.6823266,1.464266,1.703603,0
1752550041.6953232,1.529526,1.66493,0
1752550041.6973245,1.566587,1.621373,0
1752550041.705265,1.523886,1.60526,0
1752550041.7122803,1.382843,1.643932,0
1752550041.7142413,1.313555,1.701991,0
1752550041.717233,1.419098,1.711659,0
1752550041.7192273,1.498911,1.695546,0
1752550041.7192273,1.543223,1.664124,0
1752550041.7202249,1.570616,1.619762,0
1752550041.7202249,1.483603,1.614928,0
1752550041.7202249,1.351421,1.65929,0
1752550041.7202249,1.353033,1.705214,0
1752550041.7212224,1.453793,1.709242,0
1752550041.7331898,1.515024,1.680238,0
1752550041.7412002,1.548057,1.643932,0
1752550041.744195,1.555308,1.606871,0
1752550041.7511742,1.432795,1.626207,0
1752550041.7531688,1.327251,1.690712,0
1752550041.7551308,1.3909,1.718105,0
1752550041.7581532,1.478769,1.703603,0
1752550041.7581532,1.530332,1.679432,0
1752550041.7581532,1.570616,1.63507,0
1752550041.7591207,1.523081,1.612511,0
1752550041.7591207,1.371563,1.640709,0
1752550041.7591207,1.309526,1.701186,0
1752550041.760118,1.423127,1.710854,0
1752550041.7721124,1.503745,1.691518,0
1752550041.7741156,1.542417,1.653651,0
1752550041.7810614,1.571421,1.608482,0
1752550041.7830887,1.47474,1.613317,0
1752550041.7890737,1.350616,1.656873,0
1752550041.7930617,1.356255,1.704408,0
1752550041.7950249,1.452987,1.704408,0
1752550041.7960541,1.523081,1.680238,0
1752550041.7970512,1.547251,1.640709,0
1752550041.7970512,1.55128,1.609288,0
1752550041.7970512,1.427155,1.644738,0
1752550041.7970512,1.32564,1.693129,0
1752550041.7990527,1.399762,1.711659,0
1752550041.810012,1.477963,1.698769,0
1752550041.8120055,1.535972,1.677015,0
1752550041.818996,1.569004,1.635875,0
1752550041.820987,1.516635,1.609288,0
1752550041.8279686,1.375592,1.655262,0
1752550041.8299706,1.312749,1.714076,0
1752550041.832955,1.424738,1.710048,0
1752550041.8349242,1.499716,1.689906,0
1752550041.8349242,1.549668,1.658485,0
1752550041.8349242,1.571421,1.619762,0
1752550041.8359478,1.467489,1.612511,0
1752550041.8359478,1.352227,1.658485,0
1752550041.8379521,1.360284,1.696352,0
1752550041.847884,1.457821,1.701991,0
1752550041.8499098,1.524692,1.688295,0
1752550041.8578832,1.549668,1.644738,0
1752550041.863867,1.549668,1.600426,0
1752550041.8668659,1.427155,1.625402,0
1752550041.8698614,1.32564,1.6891,0
1752550041.8718538,1.394122,1.709242,0
1752550041.8738456,1.502133,1.70038,0
1752550041.8738456,1.542417,1.661707,0
1752550041.8738456,1.576255,1.609288,0
1752550041.8738456,1.463461,1.616539,0
1752550041.8748453,1.339336,1.665736,0
1752550041.8878102,1.361895,1.705214,0
1752550041.8947897,1.457015,1.705214,0
1752550041.896784,1.523886,1.678627,0
1752550041.8987477,1.556919,1.655262,0
1752550041.9047632,1.548057,1.616539,0
1752550041.9077554,1.423127,1.644738,0
1752550041.9107468,1.328057,1.698769,0
1752550041.911746,1.400568,1.721327,0
1752550041.911746,1.477963,1.703603,0
1752550041.9127414,1.531943,1.671376,0
1752550041.9127414,1.57545,1.626207,0
1752550041.9127414,1.512607,1.59962,0
1752550041.9137392,1.362701,1.653651,0
1752550041.9247108,1.316777,1.715688,0
1752550041.9277036,1.431183,1.710854,0
1752550041.934651,1.50455,1.696352,0
1752550041.937643,1.539194,1.657679,0
1752550041.943627,1.57545,1.613317,0
1752550041.9466188,1.464266,1.616539,0
1752550041.949611,1.344976,1.672987,0
1752550041.9506085,1.369146,1.707631,0
1752550041.9506085,1.451376,1.701186,0
1752550041.9516058,1.527109,1.677015,0
1752550041.9516058,1.547251,1.641515,0
1752550041.9516058,1.548057,1.607677,0
1752550041.9526029,1.419098,1.634264,0
1752550041.9636004,1.318389,1.691518,0
1752550041.971555,1.406207,1.710048,0
1752550041.9745445,1.485214,1.701991,0
1752550041.9815264,1.536777,1.672181,0
1752550041.9835207,1.566587,1.631847,0
1752550041.9865127,1.509384,1.612511,0
1752550041.9885068,1.366729,1.662513,0
1752550041.9885068,1.317583,1.714882,0
1752550041.9895046,1.431989,1.710854,0
1752550041.9895046,1.509384,1.688295,0
1752550041.9895046,1.535972,1.663319,0
1752550041.9895046,1.56981,1.615734,0
1752550041.9974825,1.460238,1.627819,0
1752550042.0025034,1.340948,1.67621,0
1752550042.0114458,1.369146,1.704408,0
1752550042.0134404,1.458627,1.702797,0
1752550042.0174305,1.527915,1.678627,0
1752550042.0224164,1.555308,1.642321,0
1752550042.0244114,1.538389,1.60526,0
1752550042.0264056,1.414264,1.620568,0
1752550042.0284004,1.326445,1.686683,0
1752550042.0293977,1.402179,1.706825,0
1752550042.0293977,1.48602,1.697963,0
1752550042.0293977,1.53436,1.678627,0
1752550042.0293977,1.573838,1.636681,0
1752550042.031392,1.502939,1.62379,0
1752550042.0433772,1.367535,1.65929,0
1752550042.0503767,1.32564,1.714882,0
1752550042.052368,1.431183,1.703603,0
1752550042.0593498,1.50455,1.687489,0
1752550042.0613472,1.549668,1.654456,0
1752550042.063341,1.56981,1.618151,0
1752550042.0663335,1.459432,1.618151,0
1752550042.0673285,1.336919,1.673793,0
1752550042.0673285,1.370758,1.711659,0
1752550042.0673285,1.459432,1.70602,0
1752550042.0673285,1.524692,1.680238,0
1752550042.0683255,1.552085,1.642321,0
1752550042.0703297,1.540806,1.606066,0
1752550042.08229,1.40943,1.642321,0
1752550042.0892375,1.326445,1.697157,0
1752550042.092257,1.407013,1.703603,0
1752550042.0982132,1.481186,1.69474,0
1752550042.1012352,1.538389,1.672987,0
1752550042.104231,1.57545,1.62943,0
1752550042.1051953,1.502939,1.612511,0
1752550042.1051953,1.353838,1.652039,0
1752550042.1051953,1.324028,1.710854,0
1752550042.106227,1.43924,1.697157,0
1752550042.106227,1.515024,1.677821,0
1752550042.106227,1.542417,1.654456,0
1752550042.1191914,1.560142,1.616539,0
1752550042.127136,1.457821,1.625402,0
1752550042.1291578,1.336113,1.67621,0
1752550042.1361449,1.399762,1.706825,0
1752550042.1381407,1.490854,1.690712,0
1752550042.141134,1.535166,1.665736,0
1752550042.1431272,1.572227,1.626207,0
1752550042.1431272,1.497299,1.613317,0
1752550042.1441233,1.357061,1.650428,0
1752550042.1441233,1.329668,1.699574,0
1752550042.1441233,1.43924,1.710048,0
1752550042.1441233,1.515024,1.691518,0
1752550042.1461194,1.542417,1.660902,0
1752550042.157056,1.571421,1.618151,0
1752550042.1650376,1.448958,1.618151,0
1752550042.167063,1.336113,1.67057,0
1752550042.174043,1.380426,1.716494,0
1752550042.1750076,1.465878,1.697963,0
1752550042.1780338,1.52872,1.672987,0
1752550042.181577,1.554502,1.642321,0
1752550042.1820872,1.53436,1.611705,0
1752550042.1820872,1.394928,1.644738,0
1752550042.1820872,1.320806,1.707631,0
1752550042.1820872,1.411847,1.714076,0
1752550042.1830807,1.490854,1.701186,0
1752550042.185076,1.539194,1.667347,0
1752550042.1958685,1.574644,1.619762,0
1752550042.1978629,1.498105,1.610094,0
1752550042.2048445,1.358672,1.656068,0
1752550042.207836,1.332085,1.702797,0
1752550042.2138462,1.437629,1.698769,0
1752550042.2168436,1.518247,1.678627,0
1752550042.2198303,1.541611,1.653651,0
1752550042.2208297,1.563365,1.619762,0
1752550042.2208297,1.455404,1.624596,0
1752550042.2208297,1.334502,1.684266,0
1752550042.2208297,1.381231,1.703603,0
1752550042.2208297,1.458627,1.701186,0
1752550042.2338002,1.531138,1.666541,0
1752550042.241779,1.565782,1.63507,0
1752550042.2447376,1.53436,1.606871,0
1752550042.251719,1.387677,1.640709,0
1752550042.2527163,1.319194,1.70602,0
1752550042.2557352,1.41507,1.71891,0
