timestamp,v1,v2,label
1752550930.1803684,1.369146,1.685878,0
1752550930.1813657,1.412653,1.686683,0
1752550930.1813657,1.446542,1.685878,0
1752550930.1813657,1.473935,1.692323,0
1752550930.1823623,1.513413,1.683461,0
1752550930.193334,1.539194,1.677015,0
1752550930.1953285,1.554502,1.671376,0
1752550930.2023096,1.55853,1.665736,0
1752550930.204304,1.581089,1.664124,0
1752550930.2112856,1.60526,1.657679,0
1752550930.2122834,1.608482,1.643932,0
1752550930.2152753,1.581089,1.640709,0
1752550930.2172704,1.53436,1.645544,0
1752550930.2182672,1.477963,1.647961,0
1752550930.2192965,1.413458,1.658485,0
1752550930.2192965,1.345782,1.671376,0
1752550930.220261,1.308721,1.678627,0
1752550930.220261,1.272465,1.692323,0
1752550930.2212584,1.336919,1.686683,0
1752550930.2212584,1.378814,1.685072,0
1752550930.2212584,1.410236,1.685878,0
1752550930.2222557,1.442463,1.683461,0
1752550930.2222557,1.470712,1.687489,0
1752550930.2232533,1.508579,1.685878,0
1752550930.2232533,1.531943,1.681044,0
1752550930.2232533,1.550474,1.67621,0
1752550930.2242506,1.564976,1.668153,0
1752550930.2242506,1.586729,1.656068,0
1752550930.2362516,1.612511,1.639904,0
1752550930.2382457,1.609288,1.633458,0
1752550930.2442296,1.577061,1.631041,0
1752550930.2472236,1.52872,1.628624,0
1752550930.2542033,1.469906,1.631041,0
1752550930.255202,1.40379,1.641515,0
1752550930.2581935,1.349004,1.650428,0
1752550930.260192,1.31436,1.654456,0
1752550930.2621822,1.282939,1.667347,0
1752550930.2621822,1.279716,1.67621,0
1752550930.2621822,1.328057,1.677821,0
1752550930.2621822,1.373175,1.682655,0
1752550930.2631812,1.413458,1.680238,0
1752550930.2631812,1.444124,1.684266,0
1752550930.2631812,1.466683,1.686683,0
1752550930.2631812,1.502133,1.688295,0
1752550930.2641444,1.530332,1.685072,0
1752550930.2641444,1.55128,1.679432,0
1752550930.2641444,1.566587,1.672987,0
1752550930.2641444,1.585924,1.660902,0
1752550930.2641444,1.609288,1.647961,0
1752550930.2651749,1.606066,1.639098,0
1752550930.2651749,1.581089,1.633458,0
1752550930.2651749,1.530332,1.632653,0
1752550930.2651749,1.470712,1.637487,0
1752550930.275147,1.410236,1.645544,0
1752550930.277142,1.353838,1.658485,0
1752550930.2850885,1.313555,1.667347,0
1752550930.287083,1.283744,1.677821,0
1752550930.2940967,1.282939,1.686683,0
1752550930.2960906,1.332085,1.685072,0
1752550930.2980866,1.375592,1.682655,0
1752550930.3010783,1.407013,1.680238,0
1752550930.302076,1.442463,1.683461,0
1752550930.303075,1.479574,1.683461,0
1752550930.303075,1.517441,1.683461,0
1752550930.303075,1.539194,1.682655,0
1752550930.303075,1.550474,1.682655,0
1752550930.303075,1.55853,1.677015,0
1752550930.3040383,1.587535,1.666541,0
1752550930.3040383,1.614122,1.655262,0
1752550930.3040383,1.604454,1.647155,0
1752550930.3040383,1.576255,1.647155,0
1752550930.3050678,1.524692,1.650428,0
1752550930.3050678,1.468295,1.651234,0
1752550930.3050678,1.398956,1.652845,0
1752550930.3050678,1.344976,1.661707,0
1752550930.3060327,1.311943,1.671376,0
1752550930.3060327,1.285356,1.681044,0
1752550930.3120155,1.28455,1.688295,0
1752550930.3189988,1.339336,1.6891,0
1752550930.321024,1.380426,1.692323,0
1752550930.3280053,1.410236,1.686683,0
1752550930.331004,1.441657,1.685878,0
1752550930.3379798,1.470712,1.687489,0
1752550930.3399744,1.51019,1.684266,0
1752550930.3419693,1.577867,1.666541,0
1752550930.344962,1.614928,1.641515,0
1752550930.344962,1.593175,1.637487,0
1752550930.3459587,1.55853,1.633458,0
1752550930.3459587,1.499716,1.634264,0
1752550930.3459587,1.441657,1.640709,0
1752550930.3459587,1.364312,1.650428,0
1752550930.3469548,1.328057,1.65929,0
1752550930.3469548,1.29583,1.669764,0
1752550930.3469548,1.267631,1.682655,0
1752550930.3469548,1.301469,1.687489,0
1752550930.3469548,1.348199,1.685878,0
1752550930.3479524,1.388482,1.683461,0
1752550930.3479524,1.423932,1.684266,0
1752550930.3479524,1.461044,1.685878,0
1752550930.3479524,1.503745,1.686683,0
1752550930.3489506,1.536777,1.678627,0
1752550930.3489506,1.55128,1.669764,0
1752550930.357894,1.569004,1.664124,0
1752550930.3609173,1.576255,1.658485,0
1752550930.3619158,1.600426,1.656873,0
1752550930.3698947,1.602843,1.655262,0
1752550930.371888,1.583507,1.652039,0
